total_assets,current_assets,cash,current_liabilities,equity,st_debt,lt_debt,total_debt_reported,retained_earnings,revenue,ebit,ebitda,interest_expense,pretax_income,net_income,ticker,year,total_debt,total_liabilities,total_debt_lag,debt_to_assets,st_debt_share,implied_rate,icr,roa,ebit_margin,debt_growth,altman_z,country,source,dose_pp
50112301000.0,7198390000.0,3958758000.0,7273026000.0,11266701000.0,2620932000.0,21514004000.0,24134936000.0,,11218635000.0,7487182000.0,8559206000.0,1781211000.0,5705971000.0,4279349000.0,EGIE3,2024,24134936000.0,38845600000.0,20677244000.0,0.4816169985888295,0.10859494303195998,0.07949673503944686,4.203422278438658,0.14940806649449204,0.6673879665396013,0.15462664545802696,,BR,yahoo,5.75
55312909000.0,6911102000.0,3358552000.0,6158138000.0,12757728000.0,2964832000.0,26183772000.0,29148604000.0,,12860075000.0,6000680000.0,7392851000.0,2374161000.0,3626519000.0,2582841000.0,EGIE3,2025,29148604000.0,42555181000.0,24134936000.0,0.5269765146504951,0.10171437369693588,0.08911423677931309,2.527494976119985,0.10848606787251056,0.46661314183626457,0.18874660406837407,,BR,yahoo,5.75
,,,,,,,,0.0,,,,,,,EMBJ3,2021,,,,,,,,,,,,BR,yahoo,5.75
10142100000.0,5756600000.0,1816900000.0,3217300000.0,2567500000.0,308500000.0,2894700000.0,3274200000.0,,4540400000.0,18100000.0,228400000.0,223900000.0,-205800000.0,-185400000.0,EMBJ3,2022,3203200000.0,7574600000.0,,0.3158320268977825,0.09630994005994006,0.06989885114885115,0.08083966056275123,0.0017846402618787037,0.0039864329133997,,,BR,yahoo,5.75
10782500000.0,6055400000.0,1629200000.0,3665600000.0,2786500000.0,127100000.0,2759300000.0,2982400000.0,,5268500000.0,356500000.0,598200000.0,235800000.0,120700000.0,164000000.0,EMBJ3,2023,2886400000.0,7996000000.0,3203200000.0,0.267693021099003,0.04403409090909091,0.07744351024697846,1.511874469889737,0.03306283329469047,0.06766631868653317,-0.10414025925259907,,BR,yahoo,5.75
11824300000.0,6512400000.0,1563000000.0,4416300000.0,3075600000.0,113800000.0,2377300000.0,2602900000.0,,6394700000.0,769500000.0,1013100000.0,212500000.0,557000000.0,352500000.0,EMBJ3,2024,2491100000.0,8748700000.0,2886400000.0,0.21067631910557072,0.045682630163381636,0.07903300790330078,3.621176470588235,0.06507784816014478,0.1203340266157912,-0.1472856708916197,,BR,yahoo,5.75
12920200000.0,7150100000.0,1949800000.0,4761700000.0,3444700000.0,105300000.0,2488500000.0,2711900000.0,,7577500000.0,464600000.0,724100000.0,197000000.0,267600000.0,351900000.0,EMBJ3,2025,2593800000.0,9475500000.0,2491100000.0,0.20075540626306093,0.04059680777238029,0.07748431630907196,2.3583756345177664,0.035959195678085476,0.061313097987462886,0.04039960192495684,,BR,yahoo,5.75
,,,,,,,,,,,,,,,ENEV3,2021,,,,,,,,,,,,BR,yahoo,5.75
41713969000.0,5583686000.0,1291295000.0,5026873000.0,13678298000.0,1230991000.0,17231044000.0,22129839000.0,-346969000.0,6128603000.0,1466251000.0,2304773000.0,949458000.0,516793000.0,375774000.0,ENEV3,2022,18462035000.0,28035671000.0,,0.4425863911439355,0.06667688583625803,0.051427591812061885,1.5443031708616917,0.03515011961580544,0.23924718243292967,,4.058941506768595,BR,yahoo,5.75
43565879000.0,6061440000.0,2342061000.0,4736210000.0,12355130000.0,2144657000.0,17872962000.0,23609372000.0,-297764000.0,10090895000.0,2074365000.0,3686113000.0,1792808000.0,281557000.0,217685000.0,ENEV3,2023,20017619000.0,31210749000.0,18462035000.0,0.4594792865306356,0.10713846636805306,0.09318212684552725,1.1570480497632765,0.04761444156790685,0.2055679897571028,0.08089637439318409,4.162890616572274,BR,yahoo,5.75
52770780000.0,8518296000.0,3194255000.0,5783912000.0,18909488000.0,1394104000.0,16284256000.0,22163006000.0,-677236000.0,11387505000.0,269908000.0,1959539000.0,1619686000.0,-1349778000.0,42013000.0,ENEV3,2024,17678360000.0,33861292000.0,20017619000.0,0.3350028178473011,0.07885935120678615,0.085934152287171,0.16664217632306508,0.0051147244744155764,0.02370211912091367,-0.12427154301927601,4.168809842536451,BR,yahoo,5.75
56840479000.0,9218039000.0,2148312000.0,8152226000.0,19822386000.0,1306743000.0,18565821000.0,23960163000.0,-20071000.0,18416056000.0,3728956000.0,6522558000.0,1296976000.0,2431980000.0,1157575000.0,ENEV3,2025,19872564000.0,37018093000.0,17678360000.0,0.3496199249130184,0.06575613494061461,0.06907824691610784,2.8751156536435523,0.06560388064287777,0.20248396290715015,0.11699879426481985,4.374965399239814,BR,yahoo,5.75
,,,,,,,,-397289000.0,,,,,,,ENGI3,2021,,,,,,,,,,,,BR,yahoo,5.75
59670668000.0,14724256000.0,916207000.0,13224879000.0,11019892000.0,6638407000.0,21574285000.0,28278171000.0,0.0,26503137000.0,5568605000.0,6843069000.0,2429821000.0,3138784000.0,2135461000.0,ENGI3,2022,28212692000.0,48650776000.0,,0.4728067063033382,0.23529860248713594,0.08612510284378393,2.291775813938558,0.09332231708885846,0.2101111653311078,,4.279798224620341,BR,yahoo,5.75
68068471000.0,17206180000.0,1298424000.0,15349661000.0,11897510000.0,6910613000.0,25466758000.0,32459439000.0,0.0,28531858000.0,6353469000.0,7930650000.0,2783631000.0,3569838000.0,1894219000.0,ENGI3,2023,32377371000.0,56170961000.0,28212692000.0,0.4756588553311268,0.21343959643913027,0.09188407676684542,2.282439375046477,0.09333938175282357,0.22267981987012553,0.13768780524483404,4.278559321847052,BR,yahoo,5.75
77181653000.0,18016017000.0,899139000.0,14653391000.0,17279498000.0,6321362000.0,28796199000.0,35247233000.0,,33715476000.0,7330787000.0,9188823000.0,2955628000.0,4375159000.0,3789678000.0,ENGI3,2024,35117561000.0,59902155000.0,32377371000.0,0.45499881947332743,0.18000572420163233,0.08758073865457039,2.480280671315876,0.09498095356936706,0.21743092104053344,0.08124156588776899,,BR,yahoo,5.75
83471647000.0,20931903000.0,1386005000.0,13448826000.0,19198419000.0,6193651000.0,38369066000.0,44710830000.0,,35441353000.0,7114589000.0,9236421000.0,3779681000.0,3334908000.0,2214439000.0,ENGI3,2025,44562717000.0,64273228000.0,35117561000.0,0.5338665115832685,0.1389872839216693,0.09487118004282064,1.8823252544328477,0.08523360033856765,0.20074259016014429,0.2381962489807563,,BR,yahoo,5.75
,,,,,,,,,,,,,,,ENJU3,2021,,,,,,,,,,,,BR,yahoo,5.75
430696000.0,357013000.0,309098000.0,42929000.0,380850000.0,,,5193000.0,-291070000.0,138901000.0,-55350000.0,-37547000.0,11165000.0,-66515000.0,-66515000.0,ENJU3,2022,5193000.0,49846000.0,,0.012057228300239612,,2.1500096283458503,-4.957456336766682,-0.12851291862473763,-0.3984852520860181,,12.989665841289156,BR,yahoo,5.75
412862000.0,296486000.0,261693000.0,60946000.0,339836000.0,,,3948000.0,-344041000.0,194555000.0,-38645000.0,-13462000.0,14566000.0,-53211000.0,-52971000.0,ENJU3,2023,3948000.0,73026000.0,5193000.0,0.009562517257582438,,3.186959851219779,-2.653096251544693,-0.09360270502007935,-0.19863277736372748,-0.27410244329094624,8.533234522039299,BR,yahoo,5.75
422174000.0,237806000.0,198800000.0,68071000.0,320453000.0,,,11063000.0,-367976000.0,265221000.0,-11787000.0,24302000.0,13523000.0,-25310000.0,-23935000.0,ENJU3,2024,11063000.0,101721000.0,3948000.0,0.02620483497325747,,1.801745386716408,-0.8716261184648377,-0.027919767678729623,-0.044442182180144105,1.030397085481539,6.166168456243697,BR,yahoo,5.75
455101000.0,333025000.0,210352000.0,134818000.0,304368000.0,,,8872000.0,-384764000.0,263964000.0,-2772000.0,36781000.0,14002000.0,-16774000.0,-16788000.0,ENJU3,2025,8872000.0,150733000.0,11063000.0,0.01949457373198477,,1.4047654878354652,-0.19797171832595342,-0.006090955634024096,-0.01050143201345638,-0.22070595700470896,5.430156722472329,BR,yahoo,5.75
,,,,,,,,-218253000.0,,,,,,,ENMT3,2021,,,,,,,,,,,,BR,yahoo,5.75
11807373000.0,3017672000.0,154900000.0,2725405000.0,3099193000.0,1256318000.0,3716720000.0,4975586000.0,,7131856000.0,2223066000.0,2465143000.0,822089000.0,1400977000.0,1190704000.0,ENMT3,2022,4973038000.0,8708180000.0,,0.42118073173431547,0.25262585968576956,0.16530921340235083,2.7041670670693807,0.18827778202653545,0.31170932222972536,,,BR,yahoo,5.75
13011019000.0,3604854000.0,162215000.0,3014192000.0,3761112000.0,1355281000.0,4072785000.0,5430000000.0,,7064527000.0,2122506000.0,2401033000.0,450692000.0,1671814000.0,1379044000.0,ENMT3,2023,5428066000.0,9249907000.0,4973038000.0,0.41718992186545883,0.24968027286329975,0.08666233892094531,4.709437931003879,0.1631314196067195,0.3004455924650016,0.08755198010712206,,BR,yahoo,5.75
14164988000.0,4047402000.0,97844000.0,2647166000.0,4259878000.0,1154070000.0,5798487000.0,6961037000.0,,7513055000.0,1720701000.0,2048408000.0,503681000.0,1217020000.0,1088082000.0,ENMT3,2024,6952557000.0,9905110000.0,5428066000.0,0.49082688951095477,0.16599216662301366,0.08136601849519204,3.416251556044401,0.12147564120774405,0.22902813835383876,0.24752660450877784,,BR,yahoo,5.75
15390846000.0,3610752000.0,152720000.0,1889204000.0,3932600000.0,463871000.0,8208816000.0,8682762000.0,,8005452000.0,1748821000.0,2132982000.0,769946000.0,978875000.0,871279000.0,ENMT3,2025,8672687000.0,11458246000.0,6952557000.0,0.5634964445749117,0.05348642237405778,0.09855154901901052,2.2713553937548867,0.11362734706071388,0.2184537487702131,0.2210691564570908,,BR,yahoo,5.75
,,,,,,,,,,,,,,,EPAR3,2021,,,,,,,,,,,,BR,yahoo,5.75
315681000.0,232441000.0,33542000.0,157028000.0,114866000.0,56212000.0,23099000.0,88319000.0,0.0,1086530000.0,96295000.0,103147000.0,7761000.0,88534000.0,63450000.0,EPAR3,2022,79311000.0,200815000.0,,0.2512378001843633,0.7087541450744538,0.09785527858682906,12.40755057337972,0.30503894754514843,0.0886261769118202,,7.467578477932374,BR,yahoo,5.75
101563000.0,32267000.0,6896000.0,7582000.0,80079000.0,416000.0,201000.0,617000.0,0.0,457471000.0,27500000.0,50653000.0,4480000.0,23020000.0,15554000.0,EPAR3,2023,617000.0,21484000.0,79311000.0,0.006075047015153157,0.6742301458670988,0.11210089080172154,6.138392857142857,0.27076789775804183,0.06011310006535933,-4.856263087842962,10.577723001921779,BR,yahoo,5.75
68946000.0,7542000.0,5387000.0,477000.0,55289000.0,0.0,0.0,0.0,-6790000.0,24373000.0,968000.0,2456000.0,145000.0,823000.0,-6790000.0,EPAR3,2024,0.0,13657000.0,617000.0,0.0,,0.4700162074554295,6.675862068965517,0.014039973312447423,0.039716079268042506,,7.94632759088249,BR,yahoo,5.75
54983000.0,7601000.0,3932000.0,2689000.0,39424000.0,0.0,0.0,0.0,-9655000.0,2391000.0,-2528000.0,-1519000.0,85000.0,-2613000.0,-2865000.0,EPAR3,2025,0.0,15559000.0,0.0,0.0,,inf,-29.741176470588236,-0.0459778476983795,-1.057298201589293,,5.615153402135362,BR,yahoo,5.75
,,,,,,,,1384827000.0,,,,,,,EQMA3B,2021,,,,,,,,,,,,BR,yahoo,5.75
8412859000.0,2636138000.0,103361000.0,1885048000.0,3450251000.0,271649000.0,2178860000.0,2451635000.0,,4842716000.0,891861000.0,1122184000.0,151664000.0,740197000.0,648145000.0,EQMA3B,2022,2450509000.0,4962608000.0,,0.29128135869149835,0.11085411234972,0.06189081533673208,5.8805055913071,0.10601164241549751,0.18416545591358238,,,BR,yahoo,5.75
9350413000.0,2567345000.0,314583000.0,1789774000.0,3756466000.0,362527000.0,2785763000.0,3148692000.0,,5669353000.0,968065000.0,1219982000.0,149059000.0,819006000.0,777391000.0,EQMA3B,2023,3148290000.0,5593947000.0,2450509000.0,0.33670063557620394,0.11515044675045819,0.05324677667478329,6.49450888574323,0.10353179052091067,0.1707540525347425,0.2505636902138271,,BR,yahoo,5.75
11250010000.0,3400863000.0,130195000.0,2506315000.0,4088221000.0,924859000.0,3636097000.0,4561524000.0,,6212072000.0,1034301000.0,1341265000.0,218557000.0,815744000.0,741337000.0,EQMA3B,2024,4560956000.0,7161789000.0,3148290000.0,0.40541795073959935,0.20277744402708556,0.05669996780489298,4.732408479252552,0.09193778494419116,0.16649855313975756,0.3706728023813959,,BR,yahoo,5.75
11099201000.0,2515499000.0,41861000.0,1813095000.0,4422970000.0,240305000.0,3865159000.0,4105832000.0,,6976919000.0,1172646000.0,1563488000.0,294289000.0,878357000.0,751680000.0,EQMA3B,2025,4105464000.0,6676231000.0,4560956000.0,0.3698882469107461,0.05853296972035317,0.06791477911294398,3.9846749283867218,0.10565138878014733,0.16807504859953226,-0.10521348127241481,,BR,yahoo,5.75
,,,,,,,,,,,,,,,EQPA3,2021,,,,,,,,,,,,BR,yahoo,5.75
12790538000.0,4422555000.0,220828000.0,3259202000.0,2890074000.0,768820000.0,4812815000.0,5598066000.0,,8084135000.0,2081499000.0,2461904000.0,345791000.0,1735708000.0,1556399000.0,EQPA3,2022,5581635000.0,9900464000.0,,0.43638782043413654,0.13774100241237558,0.061951560788191994,6.019529137542619,0.16273740791825958,0.25747949533252473,,,BR,yahoo,5.75
14273319000.0,4303949000.0,342099000.0,2925099000.0,4646848000.0,387380000.0,4494871000.0,4903554000.0,,9847046000.0,2964827000.0,3403900000.0,411758000.0,2553069000.0,2225811000.0,EQPA3,2023,4882251000.0,9626471000.0,5581635000.0,0.3420543603068074,0.07934454824219402,0.07870078095269768,7.200411406700052,0.2077181207818588,0.3010879607955523,-0.13387536022231217,,BR,yahoo,5.75
17824899000.0,6838508000.0,1318174000.0,4395233000.0,4988501000.0,1645111000.0,6030295000.0,7692580000.0,,10133436000.0,2582073000.0,3006973000.0,387945000.0,2194128000.0,1976074000.0,EQPA3,2024,7675406000.0,12836398000.0,4882251000.0,0.4306002519284962,0.21433537196599112,0.06178620741114366,6.655770792251479,0.14485765108683085,0.25480725392650627,0.45241480709263016,,BR,yahoo,5.75
18809559000.0,6293150000.0,807202000.0,3329665000.0,5179045000.0,489150000.0,7707000000.0,8210283000.0,,11270073000.0,2445937000.0,3059839000.0,641275000.0,1804662000.0,1552654000.0,EQPA3,2025,8196150000.0,13630514000.0,7675406000.0,0.4357438683171679,0.05968045972804305,0.08080808208092514,3.8141780047561498,0.13003691367777415,0.21702938392679444,0.06564334072276523,,BR,yahoo,5.75
,,,,,,,,,,,,,,,EQTL3,2021,,,,,,,,,,,,BR,yahoo,5.75
90617397000.0,21689299000.0,3166362000.0,22099849000.0,16614353000.0,10809088000.0,30374437000.0,41303400000.0,,26217467000.0,5448669000.0,7173787000.0,2755932000.0,2692737000.0,1373938000.0,EQTL3,2022,41183525000.0,74003044000.0,,0.45447702498009296,0.2624614575852844,0.06691831260194459,1.9770694632523589,0.06012828861107101,0.20782591239649506,,,BR,yahoo,5.75
103643452000.0,27952915000.0,4612248000.0,18149382000.0,21093243000.0,5261942000.0,41190202000.0,46556454000.0,,39486317000.0,7273563000.0,9720370000.0,4238774000.0,3034789000.0,2075593000.0,EQTL3,2023,46452144000.0,82550209000.0,41183525000.0,0.4481917873596105,0.11327662292616676,0.09673627298948331,1.7159591429031131,0.07017870265455843,0.18420464486470084,0.12038432361095275,,BR,yahoo,5.75
116412091000.0,28527347000.0,3306364000.0,19605209000.0,26113686000.0,6380400000.0,49446678000.0,55930933000.0,,41563114000.0,6764310000.0,9521500000.0,4021005000.0,2743305000.0,2811675000.0,EQTL3,2024,55827078000.0,90298405000.0,46452144000.0,0.47956425763368515,0.11428862531547863,0.07862799347456906,1.6822436181999276,0.05810659306858426,0.16274791152558973,0.18383639914676309,,BR,yahoo,5.75
109603944000.0,26604996000.0,2659827000.0,17803899000.0,25751539000.0,4413485000.0,50058278000.0,54571895000.0,,49253121000.0,7430138000.0,10568790000.0,4975134000.0,2455004000.0,1678352000.0,EQTL3,2025,54471763000.0,83852405000.0,55827078000.0,0.4969872525755095,0.08102335516476675,0.09021189986937397,1.4934548496583209,0.06779079044819775,0.15085618635212986,-0.024576563187590494,,BR,yahoo,5.75
,,,,,,,,,,,,,,,ESPA3,2021,,,,,,,,,,,,BR,yahoo,5.75
2330517000.0,980322000.0,238394000.0,563366000.0,880957000.0,92818000.0,765887000.0,919342000.0,,906515000.0,61135000.0,149240000.0,105276000.0,-44141000.0,-50198000.0,ESPA3,2022,858705000.0,1449560000.0,,0.3684611611929885,0.10809067141800735,0.12259856411689696,0.5807116531783122,0.026232376764469,0.06743959007848739,,,BR,yahoo,5.75
2284617000.0,952695000.0,157962000.0,950454000.0,857790000.0,424015000.0,350857000.0,869018000.0,,1006447000.0,136143000.0,230161000.0,134398000.0,1745000.0,-23111000.0,ESPA3,2023,774872000.0,1426827000.0,858705000.0,0.3391693224728696,0.5472065063649222,0.1645444322489849,1.01298382416405,0.05959116998604142,0.1352709084532022,-0.102727585994419,,BR,yahoo,5.75
2291655000.0,1039775000.0,224068000.0,697277000.0,855794000.0,150106000.0,626566000.0,864806000.0,,1029771000.0,143610000.0,242156000.0,125079000.0,18531000.0,2518000.0,ESPA3,2024,776672000.0,1435861000.0,774872000.0,0.33891314355782176,0.19326820073338552,0.16123165053649785,1.1481543664404097,0.06266650084764068,0.13945819021899045,0.0023202703984530615,,BR,yahoo,5.75
2207516000.0,1027574000.0,145317000.0,606840000.0,858551000.0,23105000.0,651137000.0,753035000.0,,1092985000.0,180099000.0,280898000.0,144210000.0,35889000.0,15676000.0,ESPA3,2025,674242000.0,1348965000.0,776672000.0,0.30543017581752524,0.03426811144959822,0.19878504170474612,1.2488662367380903,0.08158445963698564,0.16477719273366057,-0.14142902790662504,,BR,yahoo,5.75
,,,,,,,,0.0,,,,,,,ETER3,2021,,,,,,,,,,,,BR,yahoo,5.75
1222267000.0,715330000.0,112469000.0,284164000.0,676188000.0,26296000.0,58295000.0,100538000.0,0.0,1187383000.0,174485000.0,196707000.0,9481000.0,165004000.0,137602000.0,ETER3,2022,84591000.0,546079000.0,,0.06920828264200866,0.31086049343310757,0.11208048137508718,18.4036494040713,0.1427552245131383,0.14694921520688775,,7.823589259351444,BR,yahoo,5.75
1300366000.0,568035000.0,16539000.0,296283000.0,769697000.0,82746000.0,59551000.0,158531000.0,0.0,1129213000.0,77641000.0,115293000.0,14679000.0,62962000.0,127181000.0,ETER3,2023,142297000.0,530669000.0,84591000.0,0.10942842245952293,0.5815020696149602,0.1293942385670463,5.289256761359765,0.05970703632669572,0.06875673588596659,0.5200885446785293,6.545096769515004,BR,yahoo,5.75
1306516000.0,537741000.0,16190000.0,289658000.0,806063000.0,69163000.0,57094000.0,142782000.0,0.0,1142972000.0,43115000.0,94328000.0,25470000.0,17645000.0,38771000.0,ETER3,2024,126257000.0,500453000.0,142297000.0,0.09663639787036668,0.5477953697616765,0.18968252195089255,1.6927758146839418,0.03299997856895744,0.037721833955687456,-0.11959691048993903,6.408581474875371,BR,yahoo,5.75
1363317000.0,505744000.0,42844000.0,315648000.0,842543000.0,115744000.0,38881000.0,180684000.0,,1150164000.0,72784000.0,134752000.0,26917000.0,45867000.0,48977000.0,ETER3,2025,154625000.0,520774000.0,126257000.0,0.11341822921594905,0.7485464834276475,0.19166055496614237,2.7040160493368504,0.05338743667100168,0.06328141030322633,0.2026833185496777,,BR,yahoo,5.75
,,,,,,,,,,,,,,,EUCA3,2021,,,,,,,,,,,,BR,yahoo,5.75
3683261000.0,1358091000.0,22762000.0,895467000.0,2012889000.0,263541000.0,361609000.0,846744000.0,,2510647000.0,409490000.0,510009000.0,87208000.0,322282000.0,257503000.0,EUCA3,2022,625150000.0,1670372000.0,,0.16972731500700058,0.4215644245381108,0.13949932016316083,4.695555453628107,0.11117593893020343,0.16310138382655945,,,BR,yahoo,5.75
4109828000.0,1473075000.0,33237000.0,830327000.0,2407330000.0,307215000.0,396742000.0,1021880000.0,,2677586000.0,438311000.0,562934000.0,112869000.0,325442000.0,422208000.0,EUCA3,2023,703957000.0,1702498000.0,625150000.0,0.1712862436092216,0.4364115990039164,0.16984185622376527,3.883360355810719,0.10664947535517301,0.1636963294549643,0.1187256538061483,,BR,yahoo,5.75
4569192000.0,1654280000.0,246225000.0,964722000.0,2570790000.0,329585000.0,476123000.0,1202178000.0,,2857809000.0,337958000.0,455268000.0,110850000.0,227108000.0,198025000.0,EUCA3,2024,805708000.0,1998402000.0,703957000.0,0.17633489684828302,0.409062588431541,0.14685377219449347,3.048786648624267,0.07396449963144469,0.11825772821066768,0.13500411924076516,,BR,yahoo,5.75
4984659000.0,1978943000.0,529114000.0,852402000.0,2767612000.0,248711000.0,853949000.0,1489748000.0,,3104252000.0,595441000.0,730212000.0,146984000.0,448457000.0,319114000.0,EUCA3,2025,1102660000.0,2217047000.0,805708000.0,0.2212107187271988,0.225555474942412,0.15404156850251105,4.051059979317476,0.11945471094411875,0.19181464649132868,0.3137593275200601,,BR,yahoo,5.75
,,,,,,,,,,,,,,,FESA3,2021,,,,,,,,,,,,BR,yahoo,5.75
4067385000.0,1694947000.0,474102000.0,505951000.0,3039676000.0,69829000.0,268163000.0,388069000.0,0.0,3139016000.0,1280615000.0,1401890000.0,36253000.0,1244362000.0,1062276000.0,FESA3,2022,337992000.0,1027709000.0,,0.08309810848985281,0.20659956448673342,0.107259935146394,35.324386947287124,0.3148497130220031,0.40796701896390464,,10.389044877698085,BR,yahoo,5.75
4110697000.0,1584250000.0,341787000.0,499147000.0,3190099000.0,72221000.0,199164000.0,342471000.0,,2435135000.0,450284000.0,601879000.0,30647000.0,419637000.0,382649000.0,FESA3,2023,271385000.0,920598000.0,337992000.0,0.06601921766551998,0.26612008769828843,0.10058469551689676,14.692596338956506,0.10953957443226782,0.1849113088186076,-0.21948374966616058,,BR,yahoo,5.75
4387880000.0,1745724000.0,464086000.0,652462000.0,3339257000.0,41132000.0,159768000.0,263844000.0,,2236704000.0,352250000.0,547149000.0,32415000.0,319835000.0,327505000.0,FESA3,2024,200900000.0,1048623000.0,271385000.0,0.045785208346627526,0.20473867595818815,0.13726881014641584,10.866882616072806,0.0802779474370311,0.15748619397112895,-0.3007312050768114,,BR,yahoo,5.75
4459480000.0,1785074000.0,372724000.0,582545000.0,3284363000.0,31632000.0,332621000.0,411674000.0,,2334454000.0,211127000.0,413328000.0,38367000.0,172760000.0,188378000.0,FESA3,2025,364253000.0,1175117000.0,200900000.0,0.08168059953178397,0.08684073981545794,0.13577562182276304,5.502827951103813,0.047343412236404245,0.0904395631698033,0.5950414093220893,,BR,yahoo,5.75
,,,,,,,,,,,,,,,FHER3,2021,,,,,,,,,,,,BR,yahoo,5.75
3017250000.0,2340350000.0,62393000.0,1551261000.0,368520000.0,26276000.0,332856000.0,359132000.0,-254211000.0,5675134000.0,22844000.0,54461000.0,242014000.0,-219170000.0,-150571000.0,FHER3,2022,359132000.0,2648730000.0,,0.11902626563924103,0.07316529855317822,0.6738859249523852,0.09439123356500037,0.0075711326539067035,0.00402527940309427,,4.887911932274881,BR,yahoo,5.75
3003463000.0,2203653000.0,40932000.0,1971651000.0,7517000.0,75273000.0,308234000.0,383507000.0,-614610000.0,5335669000.0,-249287000.0,-201831000.0,142577000.0,-391864000.0,-361003000.0,FHER3,2023,383507000.0,2995946000.0,359132000.0,0.1276882718382081,0.1962754265241573,0.3839739092614312,-1.74843768630284,-0.08299985716487934,-0.04672085168701432,0.06566786464434671,2.534495441965635,BR,yahoo,5.75
3115896000.0,2257506000.0,98405000.0,2843265000.0,-1147224000.0,119308000.0,400371000.0,524962000.0,-1768746000.0,4608584000.0,-815135000.0,-753012000.0,207606000.0,-1022741000.0,-1154741000.0,FHER3,2024,519679000.0,4263120000.0,383507000.0,0.16678316606202517,0.22958018315152237,0.45971926048455136,-3.9263556929953856,-0.2616053295745429,-0.17687320009790425,0.3038534396960877,-1.8743123394760608,BR,yahoo,5.75
2148678000.0,1285547000.0,100542000.0,1765914000.0,-1319464000.0,98998000.0,552063000.0,662712000.0,-1940502000.0,4094770000.0,209701000.0,301056000.0,272948000.0,-63247000.0,-172242000.0,FHER3,2025,651061000.0,3468142000.0,519679000.0,0.3030053828447073,0.15205641253277344,0.46628286382971457,0.7682818705394434,0.09759535863447198,0.051211911780148826,0.22539202654541413,-0.9043671000211649,BR,yahoo,5.75
,,,,,,,,,,,,,,,FICT3,2021,,,,,,,,,,,,BR,yahoo,5.75
35041000.0,34337000.0,23650000.0,3254000.0,23460000.0,,,305000.0,8125000.0,35894000.0,10779000.0,10980000.0,30000.0,10749000.0,10024000.0,FICT3,2022,305000.0,11581000.0,,0.00870408949516281,,0.09836065573770492,359.3,0.30761108415855715,0.30030088594194015,,14.01909082163391,BR,yahoo,5.75
25103000.0,1000.0,0.0,72000.0,16924000.0,,,191000.0,2468000.0,0.0,0.0,0.0,17000.0,0.0,-515000.0,FICT3,2023,191000.0,8179000.0,305000.0,0.007608652352308489,,0.06854838709677419,0.0,0.0,,-0.46803834856078197,5.724614449234528,BR,yahoo,5.75
1000.0,1000.0,0.0,43000.0,-8483000.0,,,0.0,-20385000.0,0.0,-366000.0,-366000.0,0.0,-366000.0,-366000.0,FICT3,2024,0.0,8484000.0,191000.0,0.0,,0.0,-inf,-366.0,-inf,,-69187.93987623762,BR,yahoo,5.75
81814000.0,50729000.0,661000.0,36379000.0,38866000.0,,,18808000.0,-43806000.0,77084000.0,-22568000.0,-14130000.0,852000.0,-23420000.0,-23420000.0,FICT3,2025,18808000.0,42948000.0,0.0,0.2298873053511624,,0.09059974478945129,-26.488262910798124,-0.2758452098662821,-0.29277152197602613,,1.7516177317697845,BR,yahoo,5.75
,,,,,,,,,,,,,,,FIQE3,2021,,,,,,,,,,,,BR,yahoo,5.75
1919412000.0,705427000.0,368092000.0,381770000.0,997274000.0,85391000.0,284773000.0,391125000.0,,678448000.0,246444000.0,409521000.0,74707000.0,171737000.0,130208000.0,FIQE3,2022,370164000.0,922138000.0,,0.19285281117342187,0.2306842372569996,0.20182135485892738,3.2988073406775804,0.12839557114366273,0.36324670424262434,,,BR,yahoo,5.75
2016925000.0,552708000.0,272267000.0,399274000.0,1097381000.0,108430000.0,215303000.0,464613000.0,,883156000.0,271223000.0,489862000.0,79663000.0,191560000.0,145109000.0,FIQE3,2023,323733000.0,919544000.0,370164000.0,0.16050819936289154,0.3349365063184785,0.22961044650719054,3.4046295017762325,0.1344735178551508,0.3071065587506624,-0.13402704869568893,,BR,yahoo,5.75
2282619000.0,667899000.0,447756000.0,453669000.0,1197858000.0,109000000.0,440337000.0,651376000.0,,1025379000.0,295243000.0,535340000.0,79696000.0,215547000.0,174566000.0,FIQE3,2024,549337000.0,1084761000.0,323733000.0,0.24066083739774355,0.19842100568503487,0.1825649718808343,3.7046150371411364,0.12934396848532323,0.28793548531811164,0.5287929945537577,,BR,yahoo,5.75
2495168000.0,524328000.0,212960000.0,478052000.0,1117763000.0,143113000.0,395828000.0,743282000.0,,1185580000.0,371740000.0,641296000.0,82155000.0,289585000.0,209022000.0,FIQE3,2025,538941000.0,1377405000.0,549337000.0,0.21599387295765254,0.2655448370044216,0.1509816425582434,4.524861542206804,0.14898395619052504,0.31355117326540594,-0.01910599358532039,,BR,yahoo,5.75
,,,,,,,,,,,,,,,FLRY3,2021,,,,,,,,,,,,BR,yahoo,5.75
7791770000.0,2391404000.0,17256000.0,1234135000.0,2681536000.0,360919000.0,2198917000.0,3678085000.0,381073000.0,4463040000.0,818553000.0,1273892000.0,413160000.0,405393000.0,307908000.0,FLRY3,2022,2559836000.0,5110234000.0,,0.32853074461900184,0.14099301674013492,0.16140096474930427,1.9812009875108916,0.1050535372579016,0.183407049903205,,5.640693222290567,BR,yahoo,5.75
