total_assets,current_assets,cash,current_liabilities,equity,st_debt,lt_debt,total_debt_reported,retained_earnings,revenue,ebit,ebitda,interest_expense,pretax_income,net_income,ticker,year
28481540000.0,8466475000.0,2070930000.0,3987943000.0,12959928000.0,1184016000.0,7563555000.0,9956315000.0,13898831000.0,28749546000.0,2094063000.0,2287691000.0,552212000.0,1541851000.0,1111159000.0,COPEC,2024
28717638000.0,8864509000.0,1580187000.0,4717908000.0,12414662000.0,1952624000.0,7587734000.0,10708653000.0,13183223000.0,28528000000.0,1066593000.0,1283544000.0,620098000.0,446495000.0,348891000.0,COPEC,2023
28137046000.0,8544686000.0,1311631000.0,5082960000.0,12042521000.0,1967944000.0,7154220000.0,10024628000.0,13022176000.0,28613109000.0,2196016000.0,2353001000.0,344078000.0,1851938000.0,1466143000.0,COPEC,2022
,,,,,,,,,,,,,,,COPEC,2021
20578401000.0,4365561000.0,812368000.0,2089423000.0,10101384000.0,516925000.0,5549042000.0,6360180000.0,8284637000.0,7475096000.0,571974000.0,571974000.0,349871000.0,222103000.0,201724000.0,CMPC,2025
16935671000.0,4255310000.0,631632000.0,2044709000.0,7798739000.0,579658000.0,4951762000.0,5783746000.0,8111770000.0,7742688000.0,1093196000.0,1093196000.0,323547000.0,769649000.0,491053000.0,CMPC,2024
17177308000.0,4572339000.0,846258000.0,2476374000.0,7884443000.0,774531000.0,4736373000.0,5774675000.0,7754902000.0,8099816000.0,857472000.0,857472000.0,267051000.0,590421000.0,470242000.0,CMPC,2023
16571979000.0,4683116000.0,758690000.0,2399407000.0,7908737000.0,644182000.0,4138631000.0,5040226000.0,7461257000.0,7821345000.0,1585388000.0,1585388000.0,225026000.0,1360362000.0,1005375000.0,CMPC,2022
,,,,,,,,,,,,,,,CMPC,2021
7199543000.0,1414034000.0,181921000.0,376337000.0,3245341000.0,47887000.0,2376130000.0,2558900000.0,1460290000.0,1595567000.0,313056000.0,564379000.0,79917000.0,233139000.0,187207000.0,COLBUN,2025
6908204000.0,1200078000.0,573487000.0,370170000.0,3104259000.0,60032000.0,2100969000.0,2304024000.0,1290675000.0,1575984000.0,401973000.0,617208000.0,57238000.0,344735000.0,252457000.0,COLBUN,2024
6660723000.0,1426255000.0,247948000.0,470836000.0,2973256000.0,72986000.0,1910770000.0,2129267000.0,1127541000.0,2003619000.0,621097000.0,826978000.0,72525000.0,548572000.0,393489000.0,COLBUN,2023
6605974000.0,1688307000.0,198063000.0,542664000.0,2817580000.0,76213000.0,1925613000.0,2144034000.0,959285000.0,1974023000.0,492804000.0,712318000.0,76804000.0,416000000.0,295969000.0,COLBUN,2022
,,,,,,,,,,,,,,,COLBUN,2021
3645386969000.0,1511097013000.0,519175929000.0,795650399000.0,1471929546000.0,165875535000.0,1032196455000.0,1249994639000.0,1022138574000.0,2909625448000.0,190188531000.0,190188531000.0,79947714000.0,110240817000.0,117152207000.0,CCU,2025
3989716990000.0,1771266840000.0,707122815000.0,860006211000.0,1525183185000.0,139690765000.0,1225651244000.0,1414575877000.0,965778261000.0,2904566454000.0,262695001000.0,262695001000.0,97165278000.0,165529723000.0,160944138000.0,CCU,2024
3423946280000.0,1601683087000.0,618154016000.0,687482634000.0,1218364782000.0,63145729000.0,1224912658000.0,1329262486000.0,895871552000.0,2565556067000.0,180181236000.0,180181236000.0,77023048000.0,103158188000.0,105652728000.0,CCU,2023
3595078979000.0,1661948432000.0,597081675000.0,797152420000.0,1315026066000.0,165608202000.0,1166522898000.0,1372558268000.0,843045191000.0,2711434948000.0,211679270000.0,211679270000.0,75930875000.0,135748395000.0,118168351000.0,CCU,2022
,,,,,,,,,,,,,,,CCU,2021
1214662000.0,271753000.0,92256000.0,186131000.0,545488000.0,32841000.0,223000000.0,297000000.0,607947000.0,508709000.0,184974000.0,184974000.0,4259000.0,180715000.0,129298000.0,PUCOBRE,2025
847365000.0,150942000.0,17301000.0,150034000.0,522171000.0,47838000.0,0.0,71844000.0,530683000.0,375953000.0,96091000.0,96091000.0,5744000.0,90347000.0,64433000.0,PUCOBRE,2024
682270000.0,96304000.0,7447000.0,122850000.0,480074000.0,42021000.0,,61543000.0,486074000.0,307656000.0,45828000.0,45828000.0,3576000.0,42252000.0,30246000.0,PUCOBRE,2023
647981000.0,121259000.0,41259000.0,91575000.0,479048000.0,0.0,,24994000.0,478959000.0,347644000.0,101331000.0,101331000.0,1725000.0,99606000.0,70279000.0,PUCOBRE,2022
,,,,,,,,,,,,,,,PUCOBRE,2021
7084441000.0,514725000.0,324097000.0,73417000.0,7009698000.0,,,1096000.0,4398828000.0,0.0,375055000.0,375638000.0,107000.0,374948000.0,213091000.0,VAPORES,2025
7505505000.0,694862000.0,84271000.0,132205000.0,7271748000.0,,,1172000.0,4684366000.0,0.0,719513000.0,719970000.0,60000.0,719453000.0,388345000.0,VAPORES,2024
8268657000.0,1805173000.0,278304000.0,105821000.0,8088551000.0,0.0,,1488000.0,5479369000.0,0.0,947916000.0,948422000.0,12419000.0,935497000.0,258099000.0,VAPORES,2023
10296575000.0,611370000.0,97197000.0,2272000000.0,7914497000.0,559685000.0,99586000.0,561338000.0,5298700000.0,0.0,5330448000.0,5330862000.0,16332000.0,5314116000.0,5563209000.0,VAPORES,2022
,,,,,460920000.0,139390000.0,,,,,,,,,VAPORES,2021
5217767000.0,710725000.0,87080000.0,623902000.0,1732769000.0,136814000.0,2254265000.0,2487609000.0,282954000.0,2076554000.0,496734000.0,501649000.0,142072000.0,354662000.0,222839000.0,ECL,2025
4720780000.0,1080511000.0,498643000.0,649883000.0,1564797000.0,273326000.0,2127145000.0,2492314000.0,126967000.0,1836464000.0,442112000.0,446526000.0,130907000.0,311205000.0,228291000.0,ECL,2024
4258928000.0,986370000.0,301327000.0,708618000.0,1386013000.0,325204000.0,1805093000.0,2236904000.0,-46910000.0,2187837000.0,-371340000.0,-366474000.0,127764000.0,-499104000.0,-411054000.0,ECL,2023
4341798000.0,835843000.0,132365000.0,660219000.0,1802243000.0,383061000.0,1392613000.0,1917255000.0,364144000.0,1920266000.0,-445942000.0,-441877000.0,75485000.0,-521427000.0,-388769000.0,ECL,2022
,,,,,,,,,,,,,,,ECL,2021
2172578000.0,1140620000.0,294385000.0,653540000.0,979049000.0,232196000.0,386545000.0,639292000.0,892983000.0,2162647000.0,306792000.0,306792000.0,30324000.0,276468000.0,186514000.0,ENAEX,2025
1882271000.0,928758000.0,252567000.0,640892000.0,841153000.0,267193000.0,255270000.0,541778000.0,813492000.0,1916021000.0,273338000.0,273338000.0,30464000.0,242874000.0,160430000.0,ENAEX,2024
1902715000.0,925854000.0,244571000.0,600623000.0,831600000.0,272647000.0,337481000.0,625227000.0,747640000.0,1848440000.0,262079000.0,262079000.0,29106000.0,232973000.0,153694000.0,ENAEX,2023
1765847000.0,916758000.0,208465000.0,593120000.0,760783000.0,243973000.0,307238000.0,563764000.0,683572000.0,1949907000.0,250668000.0,250668000.0,16572000.0,234096000.0,159155000.0,ENAEX,2022
,,,,,,,,,,,,,,,ENAEX,2021
5115582000.0,2195121000.0,574609000.0,1409814000.0,1584306000.0,516560000.0,1173674000.0,1741625000.0,1162378000.0,4119101000.0,386556000.0,409968000.0,102344000.0,284212000.0,111144000.0,SK,2025
4763447000.0,2078616000.0,550496000.0,1467696000.0,1492724000.0,633530000.0,907986000.0,1593401000.0,1135145000.0,3780665000.0,369468000.0,393151000.0,116708000.0,252760000.0,103056000.0,SK,2024
4994485000.0,2141573000.0,425969000.0,1512633000.0,1525277000.0,658311000.0,1048826000.0,1761946000.0,1121561000.0,4006223000.0,364343000.0,364343000.0,108656000.0,255687000.0,116027000.0,SK,2023
4584303000.0,2049032000.0,388565000.0,1428468000.0,1468336000.0,481641000.0,904659000.0,1435989000.0,1082826000.0,3943436000.0,481401000.0,481401000.0,71196000.0,410205000.0,217361000.0,SK,2022
,,,,,,,,,,,,,,,SK,2021
246480000.0,90861000.0,11000.0,60026000.0,153732000.0,,,,-3442000.0,210419000.0,192366000.0,199266000.0,25000.0,192341000.0,140409000.0,PEHUENCHE,2025
252225000.0,93035000.0,23000.0,51691000.0,166103000.0,,,,8929000.0,263976000.0,234689000.0,241892000.0,98000.0,234591000.0,171455000.0,PEHUENCHE,2024
281065000.0,103951000.0,165000.0,57442000.0,182261000.0,,,,-107664000.0,246020377.855051,227960933.639902,235632893.509082,191087.520478,227769846.119425,166850973.057127,PEHUENCHE,2023
362957485.499664,179773516.315404,120093.479255,113920381.453694,204326287.913177,,,,21083718.109281,318757074.843706,298057649.082043,306877379.29736,64858.949598,297992790.132445,218683787.214161,PEHUENCHE,2022
,,,,,,,,,,,,,,,PEHUENCHE,2021
1863118000.0,748719000.0,535308000.0,254690000.0,1113001000.0,94098000.0,308256000.0,456287000.0,565626000.0,631830000.0,132760000.0,140500000.0,21233000.0,111527000.0,80443000.0,SMSAAM,2025
1784700000.0,679205000.0,486843000.0,169577000.0,1090758000.0,29962000.0,320600000.0,405954000.0,547859000.0,577641000.0,125817000.0,135883000.0,20797000.0,105020000.0,59185000.0,SMSAAM,2024
2185783000.0,1056273000.0,865113000.0,507744000.0,1168203000.0,110138000.0,314846000.0,462922000.0,608096000.0,540084000.0,91295000.0,102517000.0,27716000.0,63579000.0,500920000.0,SMSAAM,2023
1890064000.0,961149000.0,141963000.0,448168000.0,822381000.0,68054000.0,408991000.0,522779000.0,299003000.0,461835000.0,77504000.0,88194000.0,17768000.0,59736000.0,48176000.0,SMSAAM,2022
,,,,,,,,,,,,,,,SMSAAM,2021
10728014000.0,1497466000.0,200029000.0,440028000.0,4206143000.0,49050000.0,2586789000.0,2765472000.0,4862930000.0,1596143000.0,420157000.0,671582000.0,86452000.0,333705000.0,168687000.0,MINERA,2025
9705022000.0,1302556000.0,671039000.0,490860000.0,3505589000.0,61053000.0,2286359000.0,2485107000.0,4769200000.0,1576634000.0,566871000.0,782201000.0,65781000.0,501090000.0,243983000.0,MINERA,2024
9933508000.0,1611982000.0,337430000.0,848202000.0,3590847000.0,289811000.0,2112346000.0,2541669000.0,4659021000.0,2004126000.0,814387000.0,1020269000.0,85115000.0,729272000.0,333108000.0,MINERA,2023
9619917000.0,1723415000.0,216565000.0,852586000.0,3214660000.0,76542000.0,2246474000.0,2459116000.0,4265131000.0,1974476000.0,838970000.0,1058485000.0,84792000.0,754178000.0,413910000.0,MINERA,2022
,,,,,,,,,,,,,,,MINERA,2021
5716879713000.0,1349902280000.0,233650191000.0,1165931045000.0,1943296881000.0,23967855000.0,1554669479000.0,2270526357000.0,790934427000.0,2954930278000.0,175666485000.0,746432938000.0,86513025000.0,89153460000.0,191396469000.0,ENTEL,2025
5839398906000.0,1354153503000.0,79918872000.0,1390644381000.0,1836019637000.0,376957207000.0,1633380992000.0,2692348825000.0,690716323000.0,2703236728000.0,230879626000.0,775347882000.0,99712369000.0,131167257000.0,67672129000.0,ENTEL,2024
5698687722000.0,1596064579000.0,530862387000.0,1336992696000.0,1675452960000.0,298015527000.0,1764417374000.0,2655315872000.0,687788006000.0,2473692310000.0,218240058000.0,722382450000.0,97645427000.0,120594631000.0,88884366000.0,ENTEL,2023
5376265270000.0,1466539129000.0,186542396000.0,1113912604000.0,1554515776000.0,234508430000.0,1896271303000.0,2739871100000.0,653958559000.0,2540682904000.0,639677311000.0,1157696073000.0,99925867000.0,539751444000.0,456787332000.0,ENTEL,2022
,,,,,,,,,,,,,,,ENTEL,2021
1823219000.0,1278763000.0,73606000.0,301279000.0,942946000.0,3352000.0,495879000.0,506708000.0,461456000.0,2473779000.0,169320000.0,169320000.0,29370000.0,139950000.0,104530000.0,MOLYMET,2025
1692902000.0,1166963000.0,139951000.0,298689000.0,888242000.0,4288000.0,392192000.0,404584000.0,405982000.0,2063504000.0,133480000.0,133480000.0,36124000.0,97356000.0,65013000.0,MOLYMET,2024
1968980000.0,1329028000.0,375165000.0,254501000.0,862857000.0,4691000.0,758392000.0,772298000.0,369979000.0,2475078000.0,76295000.0,76295000.0,49725000.0,26570000.0,23738000.0,MOLYMET,2023
1974893000.0,1377794000.0,170235000.0,616532000.0,845915000.0,84943000.0,382176000.0,477916000.0,359727000.0,1883085000.0,149980000.0,149980000.0,21651000.0,128329000.0,89777000.0,MOLYMET,2022
,,,,,,,,,,,,,,,MOLYMET,2021
826467295000.0,237170692000.0,117264105000.0,136250425000.0,241597921000.0,8298576000.0,254350177000.0,347764490000.0,90714340000.0,944603955000.0,134858344000.0,159644666000.0,19020994000.0,115837350000.0,78929423000.0,LIPIGAS,2025
784088322000.0,227272330000.0,97949747000.0,126878962000.0,213974597000.0,6829700000.0,245634162000.0,336024582000.0,68799324000.0,889617048000.0,108235583000.0,124211772000.0,18973308000.0,89262275000.0,62000110000.0,LIPIGAS,2024
735359547000.0,214386660000.0,115597511000.0,112945964000.0,190986198000.0,7975632000.0,234031026000.0,330032965000.0,53705487000.0,739486999000.0,71122098000.0,86626680000.0,16178023000.0,54944075000.0,37996159000.0,LIPIGAS,2023
696240552000.0,159742997000.0,45297769000.0,107652361000.0,172602599000.0,5242139000.0,224467702000.0,321590917000.0,47623766000.0,854711153000.0,71967503000.0,87673498000.0,15334278000.0,56633225000.0,39217276000.0,LIPIGAS,2022
,,,,,,,,,,,,,,,LIPIGAS,2021
3433831077000.0,350644891000.0,173664999000.0,280892523000.0,934410875000.0,41870675000.0,1216854902000.0,1264671511000.0,226509528000.0,712787064000.0,230361244000.0,318670833000.0,54911033000.0,175450211000.0,68106386000.0,IAM,2025
3290770799000.0,289941134000.0,109990875000.0,352203023000.0,918986373000.0,95144045000.0,1054397316000.0,1153946828000.0,201621765000.0,663124854000.0,205822045000.0,288048843000.0,48918930000.0,156903115000.0,60540815000.0,IAM,2024
2696476071000.0,276781050000.0,110795410000.0,362634346000.0,715849689000.0,127842822000.0,964288182000.0,1096649661000.0,203895644000.0,640855854000.0,214239638000.0,291936718000.0,48515582000.0,165724056000.0,65277259000.0,IAM,2023
2651930195000.0,326058264000.0,180545868000.0,266626154000.0,691794448000.0,47361170000.0,1046433063000.0,1097864490000.0,181974048000.0,580468054000.0,117564113000.0,192385030000.0,36281873000.0,81282240000.0,41320156000.0,IAM,2022
,,,,,,,,,,,,,,,IAM,2021
6116224000.0,1188950000.0,311442000.0,1019237000.0,1734086000.0,522828000.0,1257491000.0,1841951000.0,1390918000.0,1930033000.0,39690000.0,44215000.0,112861000.0,-73171000.0,-84660000.0,CAP,2025
6355771000.0,1290157000.0,392263000.0,1152649000.0,1817979000.0,537200000.0,1171861000.0,1782582000.0,1488397000.0,1801367000.0,184959000.0,188642000.0,109322000.0,75637000.0,-426881000.0,CAP,2024
7006540000.0,2015012000.0,497081000.0,1409958000.0,2266167000.0,658948000.0,1071445000.0,1799777000.0,1916736000.0,2400759000.0,641123000.0,644064000.0,79169000.0,561954000.0,-6987000.0,CAP,2023
6561715000.0,1684842000.0,271432000.0,1495196000.0,2277312000.0,449761000.0,559781000.0,1080877000.0,1923731000.0,3006047000.0,572377000.0,577290000.0,62860000.0,509517000.0,225971000.0,CAP,2022
,,,,,,,,,,,,,,,CAP,2021
4125759004000.0,1574103305000.0,237138856000.0,1890538443000.0,1156735714000.0,51048991000.0,493549091000.0,982403116000.0,646084026000.0,2219805354000.0,192788059000.0,270656228000.0,49948041000.0,142840018000.0,119205011000.0,RIPLEY,2025
3944151485000.0,1578252448000.0,271998384000.0,1845696501000.0,1053454452000.0,131694374000.0,387671892000.0,997894752000.0,552330718000.0,2087322377000.0,119524042000.0,198803436000.0,48559066000.0,70964976000.0,53975295000.0,RIPLEY,2024
3736275129000.0,1515341427000.0,287432301000.0,1796876401000.0,949898724000.0,205749701000.0,258061608000.0,990572683000.0,510448816000.0,1926417770000.0,-41904745000.0,33116175000.0,41003339000.0,-82908084000.0,-50774383000.0,RIPLEY,2023
3865279991000.0,1809329279000.0,324137787000.0,1694581553000.0,1011757137000.0,84971240000.0,463708668000.0,976601226000.0,599944721000.0,2074701458000.0,30844186000.0,100942317000.0,41640736000.0,-10796550000.0,20825820000.0,RIPLEY,2022
,,,,,,,,,,,,,,,RIPLEY,2021
1436351541000.0,858623235000.0,114585578000.0,619308753000.0,367955477000.0,106824245000.0,222215928000.0,494547959000.0,263515524000.0,1097141506000.0,122728260000.0,122728260000.0,31469266000.0,91258994000.0,61114324000.0,BESALCO,2025
1252360777000.0,726258747000.0,48961953000.0,574034672000.0,327628422000.0,132912699000.0,153231276000.0,411241162000.0,223891977000.0,1023897920000.0,99593336000.0,99593336000.0,29541872000.0,70051464000.0,45175088000.0,BESALCO,2024
1081776732000.0,626565709000.0,80694651000.0,501017698000.0,283002977000.0,117177168000.0,118651784000.0,351469746000.0,194008801000.0,860743975000.0,105542426000.0,105542426000.0,30227814000.0,75314612000.0,44137014000.0,BESALCO,2023
1030235577000.0,584214539000.0,65488274000.0,479492976000.0,253638638000.0,114671160000.0,149936201000.0,364198252000.0,163115714000.0,784841425000.0,87404679000.0,87404679000.0,20248171000.0,67156508000.0,40514732000.0,BESALCO,2022
,,,,,,,,,,,,,,,BESALCO,2021
1610164834000.0,889475910000.0,56788727000.0,439043344000.0,612903460000.0,188250893000.0,333136671000.0,528967245000.0,509887123000.0,1319967152000.0,98100679000.0,98100679000.0,27296414000.0,70804265000.0,59618036000.0,ELECMETAL,2025
1615158202000.0,860520208000.0,55421762000.0,472640290000.0,612410748000.0,209776519000.0,292141088000.0,510617987000.0,474183876000.0,1298811330000.0,121470330000.0,121470330000.0,31246261000.0,90224069000.0,64284462000.0,ELECMETAL,2024
1535723830000.0,812157209000.0,72462350000.0,407543640000.0,518017594000.0,166711511000.0,397018011000.0,572058259000.0,436616014000.0,1171430209000.0,88696532000.0,88696532000.0,33220853000.0,55475679000.0,47332861000.0,ELECMETAL,2023
1603190534000.0,862791484000.0,77613457000.0,512072844000.0,493542431000.0,255693209000.0,366253267000.0,627124631000.0,408367236000.0,1149631195000.0,82545450000.0,82545450000.0,27909371000.0,54636079000.0,41255028000.0,ELECMETAL,2022
,,,,,,,,,,,,,,,ELECMETAL,2021
2520553236000.0,428859315000.0,84500410000.0,590177356000.0,825361530000.0,27360307000.0,0.0,735430255000.0,149818052000.0,2819055320000.0,132257967000.0,251764622000.0,61438471000.0,70819496000.0,63122658000.0,SMU,2025
2505924288000.0,540722656000.0,154889843000.0,683458500000.0,812176942000.0,16902693000.0,0.0,579750251000.0,137196521000.0,2887165316000.0,108169780000.0,216785067000.0,61142790000.0,47026990000.0,48749561000.0,SMU,2024
2384172895000.0,501110633000.0,105218085000.0,650842072000.0,813048372000.0,19546230000.0,2000000000.0,567798498000.0,140754103000.0,2862382871000.0,153536972000.0,254234182000.0,53331233000.0,100205739000.0,88784026000.0,SMU,2023
2328636625000.0,497234617000.0,124531412000.0,652437841000.0,782918829000.0,19975314000.0,6000000000.0,515922213000.0,114581948000.0,2826313519000.0,141547335000.0,233115320000.0,52995668000.0,88551667000.0,132087516000.0,SMU,2022
,,,,,,,,,,,,,,,SMU,2021
1634630735000.0,607983692000.0,28932544000.0,316939461000.0,639705488000.0,126943923000.0,521990834000.0,660197021000.0,562730946000.0,1625150258000.0,160340097000.0,160340097000.0,28681554000.0,131658543000.0,95486021000.0,CAROZZI,2025
1602444588000.0,621820870000.0,64543801000.0,367117402000.0,615050144000.0,135330193000.0,276549043000.0,421652772000.0,496047690000.0,1560466036000.0,191130382000.0,191130382000.0,10392545000.0,180737837000.0,102085656000.0,CAROZZI,2024
1460982780000.0,578315665000.0,62352313000.0,361797447000.0,502491378000.0,152816419000.0,290225214000.0,450528329000.0,424696851000.0,1470164372000.0,164618875000.0,164618875000.0,21188593000.0,143430282000.0,82907182000.0,CAROZZI,2023
1464788447000.0,604150323000.0,28401094000.0,354084426000.0,454112387000.0,163132947000.0,367833194000.0,539859286000.0,366809738000.0,1350590195000.0,125025597000.0,125025597000.0,21982230000.0,103043367000.0,65677553000.0,CAROZZI,2022
,,,,,,,,,,,,,,,CAROZZI,2021
1737156504000.0,844489858000.0,57270659000.0,462353053000.0,858330216000.0,164063728000.0,310711454000.0,483721506000.0,784351956000.0,975332952000.0,104580466000.0,104580466000.0,13901747000.0,90678719000.0,67220320000.0,CONCHATORO,2025
1718769070000.0,849575742000.0,45500034000.0,505542137000.0,817671946000.0,187946049000.0,273082419000.0,471231328000.0,745080747000.0,958629954000.0,120766522000.0,120766522000.0,15146432000.0,105620090000.0,77420064000.0,CONCHATORO,2024
1636537152000.0,821783906000.0,34185194000.0,456385261000.0,774256549000.0,189137821000.0,294560294000.0,496302449000.0,696336230000.0,837213197000.0,68882490000.0,68882490000.0,16406674000.0,52475816000.0,43126287000.0,CONCHATORO,2023
1580181338000.0,784435869000.0,33791676000.0,442639527000.0,756762764000.0,142429933000.0,259258573000.0,413535544000.0,676423359000.0,870581770000.0,111043937000.0,111043937000.0,9320542000.0,101723395000.0,87212576000.0,CONCHATORO,2022
,,,,,,,,,,,,,,,CONCHATORO,2021
2713683000.0,25093000.0,5094000.0,16312000.0,2597964000.0,13000.0,79680000.0,80012000.0,2835432000.0,3451000.0,75295000.0,75356000.0,5150000.0,70145000.0,69536000.0,PASUR,2025
2135611000.0,33724000.0,31918000.0,37567000.0,2003307000.0,39000.0,72537000.0,72914000.0,2781612000.0,2913000.0,136163000.0,136220000.0,4406000.0,131757000.0,132964000.0,PASUR,2024
2237604000.0,73337000.0,8362000.0,167561000.0,2052584000.0,117664000.0,0.0,117664000.0,2672872000.0,4288000.0,139870000.0,139870000.0,3971000.0,135899000.0,134486000.0,PASUR,2023
